TABLE 13.1 JASON QUESTIONNAIRE                   ZOU968WS.TXT  Mar 05 2026 15:59
INPUT: 247 PERSON  17 ITEM  REPORTED: 246 PERSON  17 ITEM  5 CATS WINSTEPS 5.10.0.0
-----------------------------------------------------------------------------------
PERSON: REAL SEP.: 1.25  REL.: .61 ... ITEM: REAL SEP.: 6.94  REL.: .98
 
         ITEM STATISTICS:  MEASURE ORDER
 
--------------------------------------------------------------------------------------------
|ENTRY   TOTAL  TOTAL    JMLE   MODEL|   INFIT  |  OUTFIT  |PTMEASUR-AL|EXACT MATCH|       |
|NUMBER  SCORE  COUNT  MEASURE  S.E. |MNSQ  ZSTD|MNSQ  ZSTD|CORR.  EXP.| OBS%  EXP%| ITEM  |
|------------------------------------+----------+----------+-----------+-----------+-------|
|    14    611    246    1.03     .07|1.10  1.18|1.11  1.34|  .19   .40| 40.2  41.5| Q14SOA|
|    15    679    245     .68     .07| .73 -3.78| .73 -3.76|  .52   .40| 42.9  36.9| Q15SA |
|     1    688    245     .63     .07|1.53  5.89|1.63  6.83|  .06   .40| 23.3  36.5| Q1SA  |
|    16    716    246     .51     .07| .82 -2.45| .83 -2.33|  .52   .40| 39.8  36.2| Q16SA |
|     2    732    246     .44     .07|1.08   .99|1.10  1.30|  .43   .40| 33.7  36.1| Q2SM  |
|     9    782    246     .19     .07| .85 -1.98| .86 -1.78|  .44   .39| 47.6  36.7| Q9SOA |
|     5    794    246     .14     .07|1.24  2.88|1.24  2.83|  .45   .39| 32.5  37.7| Q5RM  |
|    10    805    245     .07     .07|1.09  1.11|1.13  1.56|  .20   .39| 35.9  38.2| Q10SA |
|     4    813    246     .04     .07|1.29  3.33|1.32  3.57|  .25   .39| 30.5  38.2| Q4SM  |
|    11    825    246    -.02     .07|1.02   .30|1.08  1.02|  .13   .38| 39.8  39.7| Q11SA |
|     8    837    246    -.08     .07| .84 -1.99| .84 -1.98|  .44   .38| 47.6  40.5| Q8SOA |
|     7    860    244    -.24     .07| .75 -3.21| .75 -3.13|  .48   .37| 48.4  42.9| Q7RM  |
|     3    894    245    -.41     .08| .89 -1.34| .89 -1.22|  .58   .36| 51.4  45.7| Q3RM  |
|    17    938    246    -.65     .08| .89 -1.25| .86 -1.53|  .53   .35| 49.6  49.5| Q17SM |
|    13    945    246    -.69     .08| .94  -.63| .92  -.84|  .40   .35| 55.3  50.2| Q13RM |
|    12    961    246    -.79     .08|1.26  2.60|1.23  2.28|  .39   .34| 47.2  51.0| Q12SM |
|     6    953    242    -.85     .08| .66 -4.07| .64 -4.28|  .58   .34| 60.3  51.1| Q6SOA |
|------------------------------------+----------+----------+-----------+-----------+-------|
| MEAN   813.7  245.4     .00     .07|1.00  -.14|1.01  -.01|           | 42.7  41.7|       |
| P.SD   101.7    1.0     .54     .00| .23  2.69| .25  2.86|           |  9.3   5.5|       |
--------------------------------------------------------------------------------------------
 
TABLE 13.3 JASON QUESTIONNAIRE                   ZOU968WS.TXT  Mar 05 2026 15:59
INPUT: 247 PERSON  17 ITEM  REPORTED: 246 PERSON  17 ITEM  5 CATS WINSTEPS 5.10.0.0
-----------------------------------------------------------------------------------
 
         ITEM CATEGORY/OPTION/DISTRACTOR FREQUENCIES:  MEASURE ORDER
 
-----------------------------------------------------------------------------------
|ENTRY   DATA  SCORE |     DATA   |      ABILITY     S.E.  INFT OUTF PTMA |       |
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|    5   1         1 |     17   7 |    -.10      .49  .12  1.0  1.0  -.26 |Q5RM   | 1 Strongly disagree
|        2         2 |     55  22 |     .19      .39  .05  1.0  1.0  -.20 |       | 2 Disagree
|        3         3 |     57  23 |     .29      .38  .05   .9   .8  -.09 |       | 3 Neutral
|        4         4 |     89  36 |     .48      .33  .04   .9   .9   .17 |       | 4 Agree
|        5         5 |     28  11 |     .85      .80  .15  1.1  1.1   .34 |       | 5 Strongly agree
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|   10   1         1 |      6   2 |     .24      .23  .10  1.2  1.2  -.04 |Q10SA  | 1 Strongly disagree
|        2         2 |     46  19 |     .23*     .42  .06  1.1  1.1  -.14 |       | 2 Disagree
|        3         3 |     84  34 |     .39      .56  .06  1.5  1.9   .02 |       | 3 Neutral
|        4         4 |     90  37 |     .36*     .42  .04  1.2  1.3  -.03 |       | 4 Agree
|        5         5 |     19   8 |     .80      .59  .14  1.0  1.0   .25 |       | 5 Strongly agree
|        MISSING *** |      2   1#|    -.07      .00                 -.06 |       |
|                    |            |                                       |       |
|    4   1         1 |      9   4 |     .24      .24  .08  1.2  1.2  -.05 |Q4SM   | 1 Strongly disagree
|        2         2 |     56  23 |     .25      .49  .07  1.2  1.3  -.13 |       | 2 Disagree
|        3         3 |     58  24 |     .26      .52  .07  1.2  1.3  -.13 |       | 3 Neutral
|        4         4 |     97  39 |     .44      .43  .04  1.0  1.0   .11 |       | 4 Agree
|        5         5 |     26  11 |     .68      .61  .12  1.1  1.1   .21 |       | 5 Strongly agree
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|   11   1         1 |      3   1 |     .25      .16  .11  1.2  1.2  -.03 |Q11SA  | 1 Strongly disagree
|        2         2 |     38  15 |     .21*     .52  .09  1.2  1.2  -.14 |       | 2 Disagree
|        3         3 |     93  38 |     .42      .51  .05  1.4  1.8   .07 |       | 3 Neutral
|        4         4 |     93  38 |     .35*     .41  .04  1.2  1.2  -.03 |       | 4 Agree
|        5         5 |     19   8 |     .62      .70  .17  1.2  1.2   .14 |       | 5 Strongly agree
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|    8   1         1 |      8   3 |     .07      .69  .26  1.2  1.3  -.11 |Q8SOA  | 1 Strongly disagree
|        2         2 |     26  11 |    -.08*     .34  .07   .7   .7  -.31 |       | 2 Disagree
|        3         3 |     92  37 |     .30      .33  .03   .9   .8  -.12 |       | 3 Neutral
|        4         4 |     99  40 |     .48      .42  .04  1.0   .9   .18 |       | 4 Agree
|        5         5 |     21   9 |     .88      .83  .19  1.0  1.0   .31 |       | 5 Strongly agree
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|    7   1         1 |      2   1 |    -.40      .14  .14   .7   .7  -.14 |Q7RM   | 1 Strongly disagree
|        2         2 |     32  13 |    -.08      .43  .08   .8   .8  -.35 |       | 2 Disagree
|        3         3 |     69  28 |     .28      .38  .05  1.0  1.0  -.12 |       | 3 Neutral
|        4         4 |    118  48 |     .48      .45  .04   .9   .9   .20 |       | 4 Agree
|        5         5 |     23   9 |     .83      .57  .12   .9   .9   .29 |       | 5 Strongly agree
|        MISSING *** |      3   1#|     .09      .11  .11            -.05 |       |
|                    |            |                                       |       |
|    3   1         1 |      3   1 |    -.61      .41  .29   .7   .6  -.22 |Q3RM   | 1 Strongly disagree
|        2         2 |     32  13 |     .06      .41  .07  1.0  1.0  -.24 |       | 2 Disagree
|        3         3 |     55  22 |     .09      .36  .05   .6   .6  -.31 |       | 3 Neutral
|        4         4 |    113  46 |     .42      .31  .03   .7   .7   .09 |       | 4 Agree
|        5         5 |     42  17 |     .93      .58  .09   .8   .8   .50 |       | 5 Strongly agree
|        MISSING *** |      2   1#|    -.16      .00                 -.07 |       |
|                    |            |                                       |       |
|   17   1         1 |      4   2 |    -.36      .52  .30   .9   .9  -.19 |Q17SM  | 1 Strongly disagree
|        2         2 |     16   7 |    -.18      .33  .09   .7   .7  -.29 |       | 2 Disagree
|        3         3 |     52  21 |     .19      .34  .05   .9   .9  -.19 |       | 3 Neutral
|        4         4 |    124  50 |     .37      .36  .03   .9   .8  -.02 |       | 4 Agree
|        5         5 |     50  20 |     .82      .61  .09   .9   .9   .45 |       | 5 Strongly agree
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|   13   1         1 |      1   0 |    -.47      .00        .7   .7  -.11 |Q13RM  | 1 Strongly disagree
|        2         2 |     21   9 |     .01      .41  .09  1.0  1.0  -.22 |       | 2 Disagree
|        3         3 |     42  17 |     .17      .35  .06   .9   .9  -.18 |       | 3 Neutral
|        4         4 |    134  54 |     .39      .43  .04  1.0  1.0   .03 |       | 4 Agree
|        5         5 |     48  20 |     .69      .62  .09  1.0  1.0   .31 |       | 5 Strongly agree
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|   12   1         1 |      4   2 |    -.03      .57  .33  1.1  1.2  -.10 |Q12SM  | 1 Strongly disagree
|        2         2 |     22   9 |     .02      .40  .09  1.0  1.0  -.22 |       | 2 Disagree
|        3         3 |     35  14 |     .15      .37  .06   .9   .9  -.18 |       | 3 Neutral
|        4         4 |    117  48 |     .37      .37  .03   .8   .7  -.01 |       | 4 Agree
|        5         5 |     68  28 |     .64      .62  .08  1.0  1.0   .33 |       | 5 Strongly agree
|        MISSING *** |      1   0#|                                       |       |
|                    |            |                                       |       |
|    6   1         1 |      1   0 |    -.39      .00        .8   .8  -.10 |Q6SOA  | 1 Strongly disagree
|        2         2 |     12   5 |    -.25      .47  .14   .7   .7  -.28 |       | 2 Disagree
|        3         3 |     36  15 |     .03      .32  .05   .7   .7  -.29 |       | 3 Neutral
|        4         4 |    145  60 |     .35      .34  .03   .7   .6  -.06 |       | 4 Agree
|        5         5 |     48  20 |     .88      .58  .08   .8   .8   .50 |       | 5 Strongly agree
|        MISSING *** |      5   2#|     .49      .41  .24             .03 |       |
-----------------------------------------------------------------------------------
 * Average ability does not ascend with category score
 # Missing % includes all categories. Scored % only of scored categories
